Date,Label,News
2011-10-04,1,"u.n. resolution on syria blocked by russia and china lens: photographs from a decade in afghanistan battle for libya | october 4, 2011 facing backlash, syria revokes week-old ban on imports of consumer goods egypt unclear on timetable of power transfer, u.s. says unesco delays decision on fate of prize sponsored by dictator afghanistan favors india and denigrates pakistan trial opens for 7 kosovars in organ-trafficking case clifford olson, canadian serial killer, is dead at 71 turkey detains 140 in inquiry on kurds"
2011-10-05,1,"germans weigh more charges for nazi guards timescast | greeks protest austerity palestinians win a vote on bid to join unesco syrian woman says reports of her death were mistaken bahrain orders retrials for medical workers arab art as an early indicator of revolution united arab emirates invests in mobile internet back home, and homeless panetta urges europe to spend more on nato or risk a hollowed-out alliance plot to kill afghan president karzai is foiled"
2011-10-06,0,afghan deal with i.m.f. will revive flow of aid polish candidate lashes out at germany death of war crimes witness casts cloud on kosovo putin urges choice on admitting russia to world trade organization obama warns pakistanis on militants cease-fire for harvests offers respite in afghanistan global seagulls and the new reality of immigration 12 punished for shanghai subway crash nato is not yet willing to halt its libya operations what anna said
2011-10-07,1,"prize or not, liberian faces tough race to keep office timescast | ending liberia’s civil war leading syrian opposition figure killed, and another publicly beaten timescast | yemeni woman wins nobel bahrain protesters clash with police near capital after teenager’s funeral slovaks love and hate euro; bailout may lie in between 2 tibetan teenagers set themselves on fire in southwest china russians shrug at prospects of another putin term, poll shows in south korea, american official apologizes over rape case 10 years into afghan war, a thunderous duel"
2011-10-10,1,"timescast | mistrust of egypt's military battle for libya | october 10, 2011 in britain, official stays after apology primary yields runoff for french socialists — and a surprise ex-president of cape verde wins good-government prize egyptian christians criticize government over killings provocateur’s strong showing is a sign of a changing poland india wedding band blues judge quits tribunal in khmer rouge inquiry copts denounce egyptian government over killings"
2011-10-11,1,"liberians vote in presidential election qaddafi forces give ground in surt timescast | former ukraine leader jailed a closer look at the haqqani anniversary attack on american-afghan outposts afghanistan sees increase in poppy cultivation british parliament will question former news corp. executive israel and hamas agree to swap prisoners for soldier a top egyptian minister quits in protest over killings slovakia rejects euro bailout wanted: australian state residence, immediate occupancy"
2011-10-12,0,"3 officials quit amid scandals in uganda ukrainian opposition leader to be freed soon, daughter says palestinians in gaza celebrate prisoner swap deal slovakia deal revives hope on fund to save euro israeli-hamas agreement to trade prisoners may reshape politics in region study points to heavy-handed repression of tibetan area in china a blogger at arab spring's genesis gulf banks shift their focus egyptian generals plead for understanding after death of coptic protesters china’s next revolution is in fitness"
2011-10-13,1,"preacher held by afghan spy agency is near death france to allow work visas for more graduates concerns grow about authoritarianism in macedonia strauss-kahn is not charged in french case gunmen seize 2 aid workers near kenya-somalia border slovakia approves european rescue fund iran scoffs at u.s. account of alleged assassination plot notes from the paddock in korea after attacks, iraqis return to normalcy as they now know it north korea opens for business"
2011-10-14,0,"timescast | berlusconi survives vote armed u.s. advisers to help fight african renegade group qaddafi-era flag is said to have set off gunfire in tripoli citizens’ testing finds 20 hot spots around tokyo israel plans to build more housing in east jerusalem britain agrees to new inquiry into poisoning death of a former k.g.b. officer british defense minister resigns details of israeli soldier’s release emerge a war injury with a big impact: the plain old headache for dispirited french voters, ‘none of the above’ seems best"
2011-10-17,1,"the complete interview with president felipe calderón in spanish (la entrevista completa en español) israel and palestinians prepare to swap prisoners putin defends decision to seek presidency american held in egypt as israeli spy could be freed leader hints quick release of tymoshenko is unlikely ninth tibetan, a nun, immolates herself in anti-china protest french court puts l'oréal heiress under guardianship u.s. debated cyberwarfare in attack plan on libya no combat role for u.s. advisers in uganda, official says government of jordan is dismissed by the king"
2011-10-18,0,"hard feelings test hope in israel-hamas deal timescast | gilad shalit freed timescast | palestinian prisoners freed battle for libya | october 18, 2011 sharp criticism for egyptian interview with soldier french campaign taking shape as 3-person collision iran says saudi plot defendant belongs to exile group following troops, kenyan officials go to somalia training concerns hover over delivery of afghan equipment court refuses to indict berlusconi in tax fraud case"
2011-10-19,1,"euro, meant to unite europe, seems to rend it u.s. denies iran claims that saudi plot defendant belongs to exile group battle for libya | oct. 19, 2011 u.s. and afghan troops battle to control key route news international knew of broader hacking in 2008, lawmakers are told timescast | opposing austerity in greece pro-assad rally shows syrian government can still command support u.a.e. bolsters small and midsize firms syrian refugees in lebanon still face peril anti-austerity strike in greece"
2011-10-20,1,"a second day of protests in greece with new hope, women activists keep focus on libya timescast | october 20, 2011 six years after a debilitating stroke, sharon remains responsive, his son says hugo chávez says his cancer is gone in libyan conflict, european power was felt timescast | qaddafi and hussein afghan gun locker: battlefield ingenuity, and a weapon’s longevity obama on qaddafi’s death turkey deploys thousands in pursuit of kurdish rebels"
2011-10-21,1,"timescast | nato's libyan legacy video from the track in india battle for libya | october 21, 2011 seeing limits to ‘new’ kind of war in libya death of qaddafi revives opposition, and hope, in syria african union peacekeepers killed in somalia battle europeans seek bold debt deal, despite differences timescast | october 21, 2011 american forces in iraq and afghanistan obama announces troops will come home from iraq by year’s end"
2011-10-24,0,russia: questions for ex-mayor ukraine: new test for ex-premier china: video of monk’s protest released timescast | turkey’s deadly earthquake timescast | wikileak’s financial woes timescast | moderate islamist victory clashes with kurds are pushing turkey back toward conflict israel reaches deal for release of an american held in egypt data on rape in e.u. difficult to compare cameron faces internal revolt over european policy
2011-10-25,1,"battle for libya | october 24, 2011 battle for libya | october 25, 2011 3 aid workers kidnapped in somalia tenth tibetan reported to self-immolate in anti-china protest yemen’s embattled government calls cease-fire that so far fails to end violence u.s. parts smuggled to iran for iraq bombs, charges say tempers flare as european meeting nears papers from iraqi archive reveal conspiratorial mind-set of hussein meetings with north koreans end without date for talks archive offers rare look into hussein’s private ruminations"
2011-10-26,1,"dressing up power lines comes with limits brazil’s sports minister steps down timescast | floodwaters rise in thailand kenyan motives in somalia predate recent abductions mudslides and flooding ravage areas of scenic beauty in italy iranian, refusing to play israeli, expelled from chess meet afghan leader’s invitation could reopen doors for former u.s. commander defectors claim attack that killed syria soldiers arab investors are urged to lead the way arab spring influences region's filmmakers"
2011-10-27,1,"france: court cancels permit for grand mosque of marseille tunisia: islamist party wins vote palestinians freed from prison build new lives timescast | syrian defectors in turkey somali islamist militants rally against kenya harassment and evictions bedevil even china’s well-off thorn in kremlin’s side, moscow mayor grows even sharper after his dismissal u.n. votes to end foreign intervention in libya insurgents attack in kandahar, breaking rare respite in slap at syria, turkey shelters anti-assad fighters"
2011-10-28,0,europe tries to lure chinese cash to back rescue of euro officials at st. paul’s cathedral in london move to evict protesters camped outside timescast | greeks question debt deal tempers flare at birthplace of arab spring after some tunisian votes are nullified a greek politician who pushed back against perks china has homemade supercomputer gain labour party leader set to win ireland’s presidential election gunman fires at u.s. embassy in sarajevo greek anger on debt agreement is focused especially on germany british monarchy scraps rule of male succession in new step to modernization
2011-10-31,0,syria accused of kidnapping 4 in lebanon plans for gold mine divide bulgarians plans for an open pit mine meet resistance in bulgaria qaddafi's hometown in rubble u.n. says 7 billion now share the world tunisia summons arafat widow in corruption inquiry anxieties stir as greece plans referendum on latest europe aid deal timescast | qaddafi's hometown in rubble timescast | u.s. seeks pakistan's help study on ‘burn pits’ cites inadequate evidence of health effects
2011-11-01,1,"putin honors a journalist badly beaten after exposés in egypt, tourism remains in a tailspin euphoria turns to discontent as egypt’s revolution stalls report hashes out battle plan against military suicides coming into a crowded world obstacles hinder formation of afghan security force, report says reactor in japan restarts, a first since the tsunami new leader says u.s. base in kyrgyzstan will be shut flatter than ever?"
2011-11-02,1,libya and tunisia share a goal: development recipe for disaster in turkey’s quake zone helping emiratis succeed in the private sector a once-peaceful yemeni city under siege commemorating mussolini israel tests a long-range missile timescast | supporting the referendum timescast | assange extradition possible arab league says syria accepts its plan for talks; protesters are skeptical djibouti adds 850 soldiers to peacekeeping force in somalia
2011-11-03,0,"gaza: israel kills 2 after sniper attack ireland will close embassy to vatican russian terror law has unlikely targets on road to reconciliation, libya meets trail of anguish in south korea, plastic surgery comes out of the closet getting beyond ‘who had it worse’ malaysian authorities block a festival celebrating gays timescast | greece calls off referendum another tibetan nun dies by self-immolation in china pro-american militia members die in blast in iraq"
2011-11-04,1,"the privileges of china’s elite include purified air journalist’s arrest adds to woes of murdoch’s british empire at least 15 are killed, activists say, as syria’s stance on talks is tested italy agrees to allow i.m.f. to monitor its progress on debt israel intercepts two boats bound for gaza the ‘entertainer’ caste hangs on to what it knows greek leader survives vote, bolstering deal on europe debt the mythology of cold start newswallah: in the english-language press friday somalia: sierra leone to send troops"
2011-11-07,1,"on manila's streets, open-air id mills iraqi governor survives assassination attempt a calm guide to afghan chaos moves on some war-weary somalis find respite at the beach timescast | berlusconi's future timescast | greece's new government syria unleashes assault to take an unbowed city u.s. hangs back as inspectors prepare report on iran’s nuclear program bin laden memorabilia a big presence in panetta’s office berlusconi dismisses resignation reports"
2011-11-08,0,"a glimpse into north korea israeli minister stresses military readiness qaddafi’s ex-prime minister ordered extradited to libya u.n. agency says iran data points to a-bomb work greek squabbles delay selection of new leader in overheard comments, sarkozy calls netanyahu a ‘liar’ tragedy on the banks of the ganges liberia holds presidential runoff election european debt crisis as berlusconi’s last stand in the flooded thai capital, residents are now refugees"
2011-11-09,1,russia dismisses calls for new u.n. sanctions on iran philippine president offers to fly doctors in to treat predecessor support for euro risks splitting european union security forces kill at least 26 in syria egypt's liberal political rally more penalties possible in base mortuary scandal afghan soldier said to attack his instructors from australia france is sending north african graduates home cairo's two nights on the town lebanese fear syria's violence may spill over
2011-11-10,1,"from home fires: a u.s. veteran revisits baghdad as a civilian risking it all to reach australia new greek leader trusted but untested in abu dhabi, the season begins to wind down timescast | greece's new prime minister brazil captures a long-sought drug lord a veteran will march with thoughts of fellow soldiers and country ayatollah denounces u.n. nuclear report a shaken italy is poised to name a new government taliban attack u.s.-afghan meeting in border district"
2011-11-11,0,"chinese, but not their leaders, flock to u.s. envoy u.s. ambassador explores his roots picking brand names in china is a business itself brands lost in translation timescast | italy beyond berlusconi timescast | syria and its neighbors copter crash kills a leader in mexico’s drug fight protesters urge arab league to suspend syria as deaths mount in rain, an omen of war premier says japan will join pacific free trade talks"
2011-11-14,1,"chilean judge drops abuse case but condemns priest moody’s invests in indian research rahul gandhi, angry young man? combat injuries can change lives in surprising ways karzai call for meeting of elders questioned sharper talk, if not action, on iran king of jordan becomes first arab leader to tell syria’s assad to quit pattern of illegality is cited at news of the world the black market peso exchange’s nri connection spokesman for taliban denies report of his arrest"
2011-11-15,0,"dispute over bare islands underscores philippines’ rocky relations with china a military alliance on full display israeli army may need to hit gaza, general says iraqi cabinet approves royal dutch shell’s natural gas contract a mission’s troubles offer window on an unsteady region in afghanistan for putin, a peace prize for a decision to go to war bad times for mr. good times supreme court order would allow arroyo to leave philippines thai army uses flooding to take on friendlier role syria faces new threats as opposition seeks allies"
2011-11-16,0,"controlling the message in gaza allowed behind the wheel, women take to fast lane turkish television takes on topic of child brides jordanians seek reform, but protests are few promoting job creation by tearing down traditions female cadets signal slow change in afghan police force opposition may rejoin political system in myanmar anger erupts in thailand over plans for amnesty timescast | suspending syria with a russian in a tajik jail, moscow aims its reprisal at migrant workers"
2011-11-17,0,
2011-11-18,0,
2011-11-21,0,arrest of a top adviser to iran’s president is reported timescast | khmer rouge trial begins timescast | violence in egypt continues turmoil in egypt president obama signs veterans tax credit bill egypt clashes enter third day many layers of meaning in royal trip to ramallah bahrain is nervously awaiting report on its forgotten revolt bahrain’s forgotten revolt in search of leverage with china
2011-11-22,0,"the old order stifles the birth of a new egypt libyan leader seeks to unite factions with cabinet world bank issues alert on afghanistan economy 3 american students held in protests, egyptians say defendant says khmer rouge’s aim was to protect cambodia from vietnam iranian paper protests raid by judiciary hague prosecutor opens door to libya trial of qaddafi son and aide pakistan’s ambassador to the u.s. is forced out updating facebook status, to divorced turkish premier urges assad to quit in syria"
2011-11-23,0,"in russian chill, waiting hours for touch of the holy yemeni president agrees to step down arab spring, fall, and after french sun in the south fuels a festive glow in paris creating museum pieces straight off the catwalk timescast | yemen's saleh agrees to deal timescast | protests rage, despite deal lebanese politicians embrace twitter 20-year sentence for text messages against thai king"
2011-11-25,1,"australia eases policy on detaining asylum seekers syria lets arab league deadline on observers pass whiting weighs in on incident between hamilton and massa living amid ruins in haiti timescast | november 25, 2011 cutting the pain of war with a punchline humor's healing power new leader for china’s largest tv network egypt military and protesters dig in for a long standoff who wants to shop in a big box store, anyway?"
2011-11-28,1,"france will withdraw 200 soldiers from afghanistan china: ads banned in middle of tv dramas millions vote in the democratic republic of congo israeli leader visits jordan to discuss palestinian issue hope glimmers in long lines at polls in cairo drumbeat of world war ii, tweet by tweet rebels resume a crackdown on somali aid calling out names of 83,000 lost south koreans lana peters, stalin’s daughter, dies at 85 iran moves to downgrade its relations with britain"
2011-11-29,1,"in whirlwind of an election in congo, votes may become victims, too images show devastation at iran base after blast iraq war presidential drop in egyptians turn out for a second day of voting turkey increases pressure on syria over oppression the pace of reform accelerates in myanmar clinton’s visit to myanmar raises hopes and concerns in protest over nato strike, pakistan will skip afghan conference raikkonen returns to formula one in myanmar, government reforms win over some skeptics"
2011-11-30,0,"irish panel on abuse cites failures by church u.s. military press office iraq, signing off egypt’s christians prepare for new political climate in jordan, a struggle for gender equality syrian uprising spills over into lebanon's raucous political scene on lens: an intimate portrait of baghdad today timescast | britain downgrades relations timescast | inside myanmar political standoff escalates in south ossetia over vote palestinians to receive payments, israel says"
2011-12-01,0,"united nations says unrest in syria amounts to civil war russian authorities pressure elections watchdog as soldiers leave iraq, bomb-sniffing dogs stay timescast | a standoff in bahrain pakistani court bars former ambassador to u.s. from travel ante markovic, last premier of yugoslavia, dies at 87 timescast | islamists in egypt see gains across countries, a growing gap between workers in iraq, biden says tide of conflict is receding official says u.s. needs time to assess aid to north korea"
2011-12-02,1,"signs of an imperfect opening in myanmar ex-police chief loses appeal of conviction in south africa italian prime minister is set to unveil new austerity plans yemen’s opposition may be caught by its own double game firebrand attracts votes in congo, dismaying west u.s. official says missile-defense shield will move forward war dogs of guam in turkey, biden talks about iran and syria russian court fines election monitor $1,000 syrians say they are feeling the grip of sanctions"
2011-12-05,1,"perceptions of migration clash with reality, report finds former ivory coast strongman appears at hague court iran, facing new sanctions, warns of oil at $250 a barrel turnout falls as egypt casts runoff ballots timescast | russian elections in sports car pileup, a spotlight on japan’s rich south korea and u.s. differ on nuclear enrichment for a veteran, finding reasons to move forward smog closes beijing airport at conference, afghans say they’ll need aid for years"
2011-12-06,1,"japan split on hope for vast radiation cleanup japanese tests find radiation in infant food voices of fukushima’s evacuees conditions at fukushima plant improve, but return home will take years iran promises better protection for embassies outrage grows over air pollution and china’s response beijing's smoggy skies israeli ex-president avows innocence on eve of prison timescast | attacks on afghan shiites plan for online freedoms stalls at european meeting"
2011-12-07,0,"lens: visual power in a horrific scene after vote, congo braces for expressions of discord on eve of key meeting, new rifts on euro emerge crisis batters e.u.’s longtime cherished notion of members’ equality military flexes its muscles as islamists gain in egypt out of protest, an anthem for egypt's revolution year-end rush expected in gulf bond offerings karzai says he will talk to pakistan over attacks military reads plot to smuggle qaddafi son into mexico is disrupted, government official says"
2011-12-08,1,"in protest, islamists quit egypt council israeli strikes kill two palestinians in gaza seeing with a warrior’s eyes afghan general survives assassination attempt clinton urges countries not to stifle online voices europe’s debt crisis brings two former foes closer than ever irish archbishop who died in ’73 is linked to abuse timescast | putin blames sec. clinton finding reasons to deploy to afghanistan iran shows video it says is of u.s. drone"
2011-12-09,0,"russia allows protest, but tries to discourage attendance rousing russia with a phrase ‘what can the government do?’ more post-season news and a look back at 2011 u.n. chief pays surprise visit to somalia four afghan men held in acid attack on family congo leader is declared winner in disputed vote in rejecting treaty, cameron is isolated israeli planes attack gaza targets ex-philippine leader moved to new location ahead of trial"
2011-12-12,0,"gambian will lead prosecution in hague timescast | billionaire challenges putin iran is asked to return u.s. drone for malaysian christians, an anxious holiday season congo president kabila denies reports of election fraud as syria urges local voting, u.n. puts toll from clashes past 5,000 few at putin party’s rally, and even fewer willingly obama and iraqi premier signify shift to a postwar partnership philippine chief justice is impeached in prison, remnants of military life"
2011-12-13,0,u.s. leaving iraqi comrades-in-arms in limbo 2 leaders in russian media are fired after election articles new challenge to a murdoch over hacking timescast | inside myanmar's capital de villepin plans to challenge sarkozy a threatened river what iraqis think of the american withdrawal: baghdad a better life under saddam u.s. shift may push afghans into lead role a soldier's hope for security
2011-12-14,1,"egypt’s rural voters get their turn in elections proposed law in u.a.e. could encourage investing modern women artists in turkey meet their trailblazing counterparts after russian vote, u.s. pledges to raise concerns ‘forcefully’ former ukrainian president’s murder charge is dismissed secret military documents, straight from an iraqi junkyard timescast | putin ally resigns junkyard gives up secret accounts of massacre in iraq panetta says u.s. has edge on taliban israel leader sets curbs on settlers for violence"
2011-12-15,1,"what iraqis think of the american withdrawal: mosul and basra dispute shuts high-profile arts complex in spain for spain's next prime minister, rigor is watchword hungarian bill could take power from central bank iraq: end of an era stop u.s. drone flights, iran warns afghanistan u.s. marks end to 9-year war, leaving an uncertain iraq a withdrawal ceremony in iraq, observed by few iraqis mosque is attacked after demolitions at settler outpost new jersey help line for troops expands to nationwide program"
2011-12-16,0,"military police clash with protesters in cairo in debt crisis, gulf is yawning between italy and its politicians at least 10 die as police clash with strikers in kazakhstan a father from the falklands caught in an international dispute china revokes probation of missing human rights lawyer a unit, near last, in the military withdrawal from iraq panetta nudges turkey to rebuild ties with israel impatient protesters convulse syria as russia offers new resolution u.s. transfers its last prisoner in iraq to iraqi custody the driver market and a roundup of other racing news"
2011-12-19,1,"u.s. considers combating somali militants’ twitter use mao’s rockets and modern war, part iii big deal: iraqi government accuses top official in assassinations in the images of war, reflections and lessons learned arrest order for sunni leader in iraq opens new rift new weight on u.s.-south korea relations the times investigates: in libya, conflicting reports of civilian casualties defying police crackdown, kazakh protests continue philippine flood relief shifts to aid survivors china exerts influence nurtured over decades"
2011-12-20,1,timescast | anger over tahrir beating timescast | iraq's political rift protesters in wukan insist on rights u.s. general in afghanistan says troops may stay past 2014 former bishop will meet with irish abuse victims turkey detains dozens accused of having links to a kurdish group what iraqis think of the american withdrawal: diyala province pain on dalal street as markets sink provincial officials meet leader of protesters who took over chinese village bahrain women take pride in vital protest role
2011-12-21,1,"new spanish leader asks banker to fix state finances timescast | wukan protests end lens: iraqi photographers captured the costs of war serb charged with arms smuggling in kosovo conflict freed from jail, russian blogger drives anti-kremlin movement what iraqis think of the american withdrawal: babil province surge in syrian killings is reported before visit russian activist released from jail prime minister puts power-sharing at risk in iraq roadside bomb kills five nato soldiers in afghanistan"
2011-12-22,1,"timescast | italy's deep spending cuts timescast | bombings in baghdad outspoken afghan rights official ousted egyptian premier, warning of economic dangers, pleads for peace turkey lashes out over french bill about genocide senators in italy pass plan for budget iran navy to hold war games near crucial sea lanes taking the plight of homeless veterans as his own arab league delegates arrive in syria let them eat kulfi: france escapes to fantasy india"
2011-12-23,1,"timescast | syrian suicide bombings in a hymn, words of courage that ring true long after a soldier son returns israel cancels military contract with turkey to supply aerial system rumors buzz, but pakistan’s military denies talk of coup a kremlin strategist tries to defuse discontent and undermine the protesters’ leaders in thailand, support for king grows bellicose mourners in prague honor havel indian flavors: daniel boulud’s quail with garam masala us vs. them: it's hardly a fair fight turkey’s leader counters french law with accusations of colonial-era genocide"
2011-12-27,0,"iraq in 2011: troop departures and power struggles 2011: year for the euro 2011: year in iraq update: lok sabha passes lokpal iran threatens to block oil shipments, as u.s. prepares sanctions iranian court begins trial of u.s. man architect of russia’s political system under putin is reassigned three of five advocates for chinese village released treatment of motherhood illustrates divides in european union frustration and hope at hazare’s fast in mumbai"
2011-12-28,1,"deeply hated, but present: a u.s. touch at kim’s end u.s. pulls public relations advisers from an afghan government media center political promotions in russia appear to belie president’s promise of reform italy’s lower rates ease borrowing but not governing 2011: japan's nuclear disaster 2011: the death of osama bin laden noise level rises over iran threat to close strait of hormuz tracking belgian weapons in libya design flaws cited in deadly train crash in china unlikely agitator, an insider, speaks out against electoral fraud in russia"
2011-12-29,0,"space plan from china broadens challenge to u.s. in panama city, colorful red devil buses yielding to paler, safer kind 2011: arab spring russians rally for activist in hopes of inspiring a movement samoa sacrifices a day for its future foreign aid worker is killed and colleague is wounded in somali capital bill to create anticorruption agency stalls in india spanish judge issues summons to king’s son-in-law lens: from a marine’s side of the camera india’s novel solar auctions fuel boom"
2011-12-30,1,"major shale gas basins as spain acts to cut deficit, regional debts add to woe daylong fire on russian submarine took hundreds of workers to extinguish egypt vows to end crackdown on nonprofits pakistani panel to investigate memo a moderate official at risk in a fracturing iraq in common reports describe deadly clash in restive china region former insider indicted in chinese corruption scandal thousands rally in syria to prove their discontent to arab monitors"
2012-01-03,1,"growing beyond the fields president's loan scandal adds pressure on merkel the next war afghanistan widens effort to recoup bank’s assets quick action in kashmir after death of protester landmark on twisting path toward talks shooting at checkpoint raises tensions in a disputed region claimed by moldova guilty verdicts in 1993 racial murder case that changed justice in britain taliban opening qatar office, and maybe door to talks introducing bajaj auto’s brand new…car?"
2012-01-04,1,karzai gives a lukewarm welcome to taliban talks a call for private investment in gulf health care british seek data on suspect breast implants german president rejects calls to quit in scandal europe takes bold step toward a ban on iranian oil poisonous herb spices cat stew in felonious pot prosecutor accuses security forces of interfering in mubarak trial 2 british contractors are held on weapons charges in kabul raid on rivals in south sudan shows escalating violence tip for london police officers: booze and secrets don’t mix
2012-01-05,0,"political role for militants worsens fault lines in iraq timescast | sectarian attacks in iraq prosecutors in egypt call for mubarak to be hanged afghanistan closes firm providing security german president retreats on openness sometimes, it's a crime to praise pyongyang u.s. asks china to pressure north korea to avoid provocations during transition kidnappings point to security breakdown in southern philippines israel plans new rules on exchange of prisoners a recap of the pentagon briefing on defense cuts"
2012-01-06,1,"cyberattack exposes 20,000 israeli credit card numbers and details about users timescast | explosion in damascus british clarification on implant scandal leaves women only more confused 8 nato service members killed in afghan attacks marijuana use most rampant in australia, study finds an asian-american veteran reflects on when discipline becomes hazing pressed by u.s., asian countries look for ways to reduce purchases of iranian oil anna hazare’s team seeks your advice jailed ukrainian leader’s husband seeks asylum in czech republic image of the day: january 6"
2012-01-09,1,"in japan, a rebuilt island serves as a cautionary tale more monks die by fire in protest of beijing paying the cost of security in iraq italy’s prime minister shifts recovery focus to economic growth afghan soldier shoots americans, killing one what’s india’s airline regulator worried about? image of the day: january 9 if gas talks fail, europe has a backup plan why nris are also nvis (non voting indians) south korea investigates vote-buying scandal"
2012-01-10,1,"malnutrition widespread in indian children, report finds israel, expecting syrian collapse, braces for refugees european official presses for moroccan fishing treaty hiding in iran, raising suspicions in europe u.s. navy reports second rescue of iranian mariners in one girl’s story, a test of women’s rights in afghanistan statues under wraps in uttar pradesh suicide attackers storm afghan government building fatal stampede in south africa points up university crisis from india, the $1 doctor’s ‘visit’"
2012-01-11,1,"dane seeks a spot at europe’s top table a loud voice for egyptian resistance movement carter says egypt’s military is likely to retain some political powers former president jimmy carter on egypt monti, in berlin, calls for growth policies in europe iranian nuclear scientist is killed new prime minister surprises moroccans with support for abortion pipeline avoids strait of hormuz turkish appeals bottleneck leads to long prison terms when road hazards go from i.e.d.’s to sunday drivers"
2012-01-12,0,
2012-01-13,1,"another weekly roundup, as news picks up in f1’s off-season israel says sanctions hurt iran former u.s. diplomat rattles taiwan before election 4 marines in video with dead taliban are identified in iraq cemetery, living among the dead india wins the battle against polio image of the day: january 13 philippine judge's trial draws interest, and critics arroyo lawyer’s fascination with hitler at yoko’s show, funeral pyres and tributes to mommy"
2012-01-17,1,"as european union beckons, allure fades for wary croatia after space probe’s failure, russia looks to u.s. radar turkish verdict in 2007 murder of editor fuels outrage israel’s clash of civilizations after years of decline, polio cases in afghanistan triple in a year european union acts to halt hungarian laws timescast | cruise captain abandons ship too dandy for tough times — or is couture the cure? for india’s army, age dispute rattles leadership yemeni official suggests delay in presidential vote"
2012-01-18,1,"trial puts morocco's new charter under spotlight pressed by europe, hungary backtracks on new laws contemporary artists rock the boat gently in saudi arabia turkish charity tells battered women how to save their lives -- with a gun where koreans go to reunify (hint: it’s not the koreas) veil of silence lifted in indonesia facing elections, sarkozy focuses on the jobless regime in north korea is tottering, says kim’s eldest son japanese reactors could operate beyond 40-year cap another mother’s son lost"
2012-01-19,1,"thousands in turkey protest verdict in journalist’s murder tracking the hezbollah connection in thailand karzai aide says u.s. isn’t providing enough details about taliban talks 8 guilty for prison massacre in rare trial of haiti’s police an ethnic war is rekindled in myanmar in battle for autonomy, kachin come under siege in myanmar violence against the kachin in northern burma ethnic war rekindled in myanmar timescast | phone hacking settlements suicides among active-duty troops rose in 2011, u.s. army says"
2012-01-20,1,"central bank becomes an unlikely hero in euro crisis britain revokes iranian tv network’s license citing security fears, rushdie won’t attend literary festival somali and african troops hit rebel posts in mogadishu european union moves closer to imposing tough sanctions on iran russian envoys leave canada after officer is accused of spying hungarian leader softens on central bank merger madagascar ex-leader plans to return six words at the jaipur lit fest dear rajiv gandhi"
2012-01-23,0,"genocide bill angers turks as it passes in france in urination video, behavior unbecoming a marine 2 palestinian legislators are arrested in east jerusalem protest timescast | egyptian parliament meets new u.s. envoy steps into glare of a russia eager to find fault 4 kenyans to stand trial at hague court in 2008 violence singapore slashes officials’ salaries chaotic start to egypt’s first democratically elected parliament what's left to do about damascus? tibetans fired upon in protest in china"
2012-01-24,1,"china’s coming standstill germany permits itself to celebrate prussian king macedonia political ‘cleansing’ faces court test timescast | egypt's revolution continues french bill on genocide is denounced by turkey global research awards showcase china’s gains and efforts to retain scientists data law in works, but tech booms in europe near cambodia's temple ruins, a devotion to learning ‘very thin film’ of slick reported from stricken cruise ship egypt military council partly curbs state of emergency law"
2012-01-25,0,"new u.n. envoy urges afghans to take part in peace process cameron calls for european court to limit its reach united arab emirates promotes alternative energy syrian role at unesco under fire timescast | anniversary of the uprising saudi arabia issues its first sovereign islamic bond deep crisis of confidence afflicts democracies, elsewhere unease militants set their attacks on alcohol in lebanon jordan struggles to protect children entrepreneurial spirit awaits its moment in the middle east"
2012-01-26,0,a quick roundup of the pentagon’s proposed budget cuts timescast | egypt detains americans expats face confusing new law to buy insurance in turkey sarkozy’s main rival offers proposals for lifting france’s economy organizations say torture is widespread in libya jails mr. cameron’s excellent adventure manila negotiates broader military ties with u.s. iran says it may cut off its oil exports to europe gates foundation moves to close $750 million gap in global fund davos grand cru 2012
2012-01-27,0,"some in egypt turn their anger on islamists, and the syrian embassy is attacked violence continues in syria based in china? why not commission one of these? activists crack china’s wall of denial about air pollution hamas leader abandons longtime base in damascus stricken cruise ship’s operator offers settlements to passengers france, breaking with nato, will speed afghan exit israelis say settlements must be part of israeli state timescast | syrian violence spreads former hostages are recovering at a u.s. base"
2012-01-30,0,a teacher’s learning curve in kabul timescast | embassy shields americans vote for african union’s leader hits stalemate european leaders agree to new budget discipline measures image of the day: january 30 afghan kin are accused of killing woman for not bearing a son fighting escalates in syria as opposition rejects russian plan an update on sahar gul russia says syria has agreed to talks u.s. embassy in cairo shields 3 americans
2012-01-31,1,"gaining power in parliament, islamists block a cairo protest fighting for gender equality on the battlefield draft of security council resolution on syria official assails sharing of passenger data french report faults indecision on nuclear industry french court to review genocide bill at u.n., pressure is on russia for refusal to condemn syria the end of australia’s ‘ambien slam’ college life, enlistment and the ‘real world’ divers suspend underwater search of stricken italian liner"
2012-02-01,1,"iran warns its citizens to avoid bus trips to syria coverage roundup: afghanistan and pakistan pakistan says prime minister was mailed anthrax spores u.n. leader urges israelis and palestinians to resume talks u.n. nuclear monitor agency announces second visit to iran timescast | assange fights extradition u.s. to end combat role in afghanistan as early as next year, panetta says egyptian soccer riot kills more than 70 e-mail on ‘rife’ hacking deleted from james murdoch computer, lawyers say humble museum aims for rebirth"
